FIN,DVS,WSO,SM,NAVAIL,LAI,NAMOUNTRT,NDEMANDST,PDEMANDSO,RNUPTAKE,RKUPTAKERT,RPUPTAKELV,KDEMANDLV,PTRANSLOCATABLE,PAVAIL,PERCT,WRT,GRLV,IRRAD,TEMP,TMIN,TMAX,VAP,RAIN,WIND,DAYS ELAPSED
0.0,-0.09825539011113982,0.0,0.3795243084118049,0.21831790879610857,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3467247923447859,0.0,32.04565890733441,0.0,2190000.0,3.52,2.85,4.81,7.529397863673969,0.255,4.65,1.0
0.0,-0.09498578022227963,0.0,0.39695812787575563,0.5154136067469725,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6656464396284948,0.0,32.04565890733441,0.0,1080000.0,2.42,0.63,5.87,7.036239980941016,1.209,5.62,2.0
0.0,-0.09263283700008612,0.0,0.49663381529539935,0.8125093046978363,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845680869122037,0.0,32.04565890733441,0.0,2330000.0,2.69,-0.92,7.02,7.183665598661893,0.152,4.08,3.0
0.0,-0.09005489377789261,0.0,0.49663381529539946,1.1096050026487,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3034897341959124,0.0,32.04565890733441,0.0,4110000.0000000005,3.68,-1.09,7.36,7.219657158576103,0.392,4.95,4.0
0.0,-0.08665195055569909,0.0,0.49663381529539935,1.406700700599564,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6224113814796213,0.0,32.04565890733441,0.0,3030000.0,4.02,0.54,6.97,7.850810926649487,2.677,8.11,5.0
0.0,-0.08296567400017224,0.0,0.49663381529539946,1.7037963985504279,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9413330287633301,0.0,32.04565890733441,0.0,5730000.0,3.2,-0.26,6.74,6.68652323050749,0.679,6.91,6.0
0.0,-0.07996273077797872,0.0,0.49663381529539935,2.0008920965012917,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.260254676047039,0.0,32.04565890733441,0.0,3780000.0,1.47,-0.18,3.28,6.310955456583813,1.329,7.28,7.0
0.0,-0.07840145422245187,0.0,0.49663381529539946,2.2979877944521556,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.579176323330748,0.0,32.04565890733441,0.0,5830000.0,1.28,-0.64,4.01,6.233593376462356,0.244,5.49,8.0
0.0,-0.07699851100025835,0.0,0.49663381529539935,2.5950834924030195,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8980979706144567,0.0,32.04565890733441,0.0,4390000.0,1.2,-1.65,4.35,6.233593376462356,0.040999999999999995,2.26,9.0
0.0,-0.07566223444473151,0.0,0.49663381529539946,2.8921791903538834,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2170196178981656,0.0,32.04565890733441,0.0,2830000.0,3.29,0.95,5.94,7.255807862832747,0.08,3.23,10.0
0.0,-0.072584291222538,0.0,0.49663381529539935,3.1892748883047473,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5359412651818745,0.0,32.04565890733441,0.0,7630000.0,-1.27,-4.42,3.37,4.702371925869153,0.0,3.53,11.0
0.0,-0.072584291222538,0.0,0.49663381529539946,3.486370586255611,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8548629124655833,0.0,32.04565890733441,0.0,7720000.0,-1.28,-4.25,3.74,4.867100457699987,0.0,3.23,12.0
0.0,-0.072584291222538,0.0,0.49663381529539935,3.783466284206475,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.173784559749292,0.0,32.04565890733441,0.0,7560000.0,-1.24,-3.82,3.71,4.688283917730016,0.0,2.15,13.0
0.0,-0.072584291222538,0.0,0.49663381529539946,4.080561982157339,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.492706207033001,0.0,32.04565890733441,0.0,8890000.0,-1.58,-4.09,2.54,4.563164834343017,0.0,1.64,14.0
0.0,-0.072584291222538,0.0,0.49663381529539935,4.377657680108203,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8116278543167095,0.0,32.04565890733441,0.0,8300000.000000001,-2.84,-7.15,1.71,4.094881549252156,0.001,0.93,15.0
0.0,-0.072584291222538,0.0,0.49663381529539946,4.674753378059067,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.130549501600418,0.0,32.04565890733441,0.0,8810000.0,-3.4,-6.63,1.35,4.0855318267933525,0.0,1.38,16.0
0.0,-0.072584291222538,0.0,0.49663381529539935,5.777524649981749,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.449471148884127,0.0,32.04565890733441,0.0,8930000.0,-3.61,-8.43,2.48,3.9324656862384257,0.0,1.9,17.0
0.0,-0.072584291222538,0.0,0.49663381529539946,6.4166436858367035,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.768392796167836,0.0,32.04565890733441,0.0,9740000.0,-3.84,-7.6,1.07,4.1230446699706675,0.0,2.8,18.0
0.0,-0.072584291222538,0.0,0.49663381529539935,6.858934258064775,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.087314443451545,0.0,32.04565890733441,0.0,9000000.0,-1.91,-6.81,2.89,4.92558379192267,0.043,3.22,19.0
0.0,-0.072584291222538,0.0,0.49663381529539946,7.217667713384951,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.406236090735254,0.0,32.04565890733441,0.0,4610000.0,0.75,0.09,1.91,6.233593376462356,0.384,4.36,20.0
0.0,-0.07162301466701115,0.0,0.49663381529539935,7.540929714743086,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.725157738018963,0.0,32.04565890733441,0.0,3980000.0,0.82,-0.22,2.88,6.201982879613551,0.153,3.18,21.0
0.0,-0.07060340477815097,0.0,0.49663381529539946,7.8482144750608684,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0440793853026715,0.0,32.04565890733441,0.0,5360000.0,0.95,-0.99,4.24,6.179490801535405,0.193,2.82,22.0
0.0,-0.06947546155595745,0.0,0.49663381529539935,8.149498545454664,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36300103258638,0.0,32.04565890733441,0.0,4870000.0,-1.15,-2.44,1.04,5.040668926509633,0.028000000000000004,4.2,23.0
0.0,-0.06947546155595745,0.0,0.49663381529539946,8.448151071638122,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681922679870089,0.0,32.04565890733441,0.0,3330000.0,-1.08,-2.4,1.16,4.99584043969597,0.06,4.99,24.0
0.0,-0.06947546155595745,0.0,0.49663381529539935,8.745907670335958,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000844327153798,0.0,32.04565890733441,0.0,2860000.0,-0.16,-2.43,2.77,5.500820268848159,0.064,2.16,25.0
0.0,-0.06927251833376394,0.0,0.49663381529539946,9.04328233026482,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.319765974437507,0.0,32.04565890733441,0.0,2470000.0,-0.42,-1.9,0.76,5.723519698608277,0.61,2.48,26.0
0.0,-0.06927251833376394,0.0,0.49663381529539935,9.34049577353341,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638687621721216,0.0,32.04565890733441,0.0,3660000.0,-0.9,-3.68,2.18,5.4483665853911525,0.121,1.96,27.0
0.0,-0.06927251833376394,0.0,0.49663381529539946,9.637634529695756,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.957609269004925,0.0,32.04565890733441,0.0,10730000.0,-0.78,-4.25,4.43,5.33294655822819,0.002,1.72,28.0
0.0,-0.06927251833376394,0.0,0.49663381529539935,9.934748126632597,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.276530916288634,0.0,32.04565890733441,0.0,7660000.0,0.17,-3.17,4.28,5.710941446606814,0.026000000000000002,1.31,29.0
0.0,-0.06879457511157042,0.0,0.49663381529539946,10.231851423015295,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.595452563572342,0.0,32.04565890733441,0.0,4099999.9999999995,1.2,-1.22,3.07,6.242651068705793,0.63,5.28,30.0
0.0,-0.06745829855604357,0.0,0.49663381529539935,11.33462592060486,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.914374210856051,0.0,32.04565890733441,0.0,4530000.0,0.12,-1.38,1.58,5.872087147600318,0.718,5.86,31.0
0.0,-0.06702202200051673,0.0,0.49663381529539946,11.928135366799857,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23329585813976,0.0,32.04565890733441,0.0,9790000.0,-0.09,-2.46,3.59,5.321130980545803,0.014000000000000002,1.37,32.0
0.0,-0.06676074544498987,0.0,0.49663381529539935,12.330898843294557,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.552217505423469,0.0,32.04565890733441,0.0,4760000.0,0.22,-2.85,3.36,5.884978795220999,0.018,1.09,33.0
0.0,-0.06624113555612969,0.0,0.49663381529539946,12.672852356840234,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.871139152707178,0.0,32.04565890733441,0.0,5820000.0,2.42,-1.07,7.47,6.73967828900461,0.015,1.47,34.0
0.0,-0.06388819233393617,0.0,0.49663381529539935,12.988990980152716,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.180564874597215,0.0,32.04565890733441,0.0,5010000.0,2.45,-0.75,5.84,7.031204357782616,0.03,3.02,35.0
0.0,-0.06151024911174265,0.0,0.49663381529539946,13.29417073216461,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.196259554043163,0.0,32.04565890733441,0.0,9850000.0,-0.21,-2.23,3.03,5.177299028016725,0.017,4.24,36.0
0.0,-0.061348972556215804,0.0,0.49663381529539935,13.41158651772179,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.211954233489111,0.0,32.04565890733441,0.0,9170000.0,-1.69,-3.69,1.24,4.528938867770238,0.012,3.65,37.0
0.0,-0.061348972556215804,0.0,0.49663381529539946,13.423457062126309,0.04415891797430682,1.0525270616685785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22764891293506,0.0,32.04565890733441,0.0,4860000.0,-1.68,-4.24,-0.14,4.766233161800176,0.188,1.91,38.0
